"Part Number","Part Name","Rule Number","Title","Content"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","2","","( Similar declarations to be introduced with regard to the amount due to the plaintiff, defendant No. 2 being at liberty to pay such amount. ) (ii) that, on payment of the sum declared due to defendant No. 2 by defendant No.1 in the manner prescribed in clause 2 (i) and on payment thereafter before such date as the Court may fix of such amount as the Court may adjudge due in respect of such costs of the suit and such costs, charges and expenses as may be payable under rule 10, together with such subsequent interest as may be payable under rule 11, of Order XXXIV of the First Schedule to the Code of Civil Procedure, 1908, the plaintiff and defendant No. 2 shall bring into Court all documents in their possession or power relating to the mortgaged property in the plaint mentioned, and all such documents (except such as relate only to the sub mortgage) shall be delivered over to defendant No. 1, or to such person as he appoints, and defendant No. 2 shall, if so required, re convey or re transfer the property to defendant No.1 free from the said mortgage clear of and from all in cumbrances created by defendant No.2 or any person claiming under him or any person under whom he claims, and free from all liability arising from the mortgage or this suit and shall, if so required, deliver up to defendant No.1 quiet and peaceable possession of the said property; and (iii) that, upon payment into the Court by defendant No.1 of the amount due to defendant No.2, the plaintiff shall be at liberty to apply for payment to him of the sum declared due to him together with any subsequent costs of the suit and other costs, charges and expenses as may be payable under rule 10, together with such subsequent interest as may be payable under rule 11, of Order XXXIV of the First Schedule to the Code of Civil Procedure, 1908, and that the balance, if any, shall then be paid to defendant No. 2; and that if the amount paid into the Court be not sufficient to pay in full the sum due to the plaintiff, the plaintiff"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","3","","And it is further ordered and decreed that if defendant No.2 pays into Court to the credit of this suit the amount adjudged due to the plaintiff shall bring into the Court all documents, etc. [as in sub clause (ii) of clause 2]."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","4","","And it is hereby further ordered and decreed that, in default of payment by defendants Nos. 1 and 2 as aforesaid, the plaintiff may apply to the court for a final decree for sale, and on such application being made the mortgaged property or a sufficient part thereof shall be directed to be sold; and that for the purposes of such sale the plaintiff and defendant No.2 shall produce before the Court or such officer as it appoints, all documents in their possession or power relating to the mortgaged property."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","5","","And it is hereby further ordered and decreed that the money realised by such sale shall be paid into Court and be duly applied (after deduction therefrom of the expenses of the sale) first in payment of the amount due to the plaintiff as specified in clause 1 above with such costs of the suit and other costs, charges and expenses as may be payable under rule 10, together with such subsequent interest as may be payable under rule 11, of Order XXXIV of the First Schedule to the Code of Civil Procedure, 1908, and that the balance, if any, shall be applied in payment of the amount due to defendant No.2; and that, if any balance be left, it shall be paid to defendant No.1 or other persons entitled to receive the same."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","6","","And it is hereby further ordered and decreed that, if the money realised by such sale shall not be sufficient for payment in full of the amounts payable to the plaintiff and defendant No.2, the plaintiff or defendant No.2 or both of them, as the case may be, shall be at liberty (if such remedy is open under their respective mortgages and is not barred by any law for the time being in force) to apply for a personal decree against defendant No.2 or defendant No.1 (as the case may be) for the amount of the balance."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","7","","And it is hereby further ordered and decreed that, if defendant No.2 pays into Court to the credit of this suit the amount adjudged due to the plaintiff, but defendant No.1 makes default in payment of the amount due to defendant No.2, defendant No.2 shall be at liberty to apply to the Court for a final decree for foreclosure or sale (as the case may be) ( dec1arations in the ordinary from to be introduced according to the nature of defendant No. 2’s mortgage and the remedies open to him there under )."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","8","","And it is hereby further ordered and decreed that the parties are as liberty to apply to the Court as they may have occasion and on such application or otherwise the Court may give such directions as it thinks fit.] SCHEDULE [Description of the mortgaged property] No. 12 DECREE FOR RECTIFICATION OF INSTRUMENT ( Title )"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","1","","That an account be taken of what is due to the plaintiff and all other the creditors of the deceased. In suits by legatees__"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","2","","That an account be taken of the legacies given by the testator’s will. In suit by next of kin__"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","3","","That an inquiry be made and account taken of what or of what share, if any, the plaintiff is entitled to as next of kin [ or one of the next of kin] of the intestate. [After the first paragraph, the decree will, where necessary, order, in a creditor's suit, inquiry and accounts for legatees, heirs at law and next of kin. In suits by claimants other than creditors, after the first paragraph, in all cases, an order to inquire and take an account of creditors will follow the first paragraph and such of the others as may be necessary will follow, omitting the first formal words. The form is continued as in a creditor’s suit.]"
